index,Category,Amount,
75559,Set,824.0,
75560,kurta,449.0,
75561,Set,450.0,
75562,Western Dress,771.0,
75563,kurta,836.0,
75564,kurta,798.0,
75565,Top,749.0,
75566,Set,759.0,
75567,Set,599.0,
75568,kurta,382.0,
75569,kurta,523.0,
75570,kurta,359.0,
75571,kurta,382.0,
75572,kurta,764.0,
75573,kurta,382.0,
75574,kurta,405.0,
75575,kurta,363.81,
75576,Western Dress,771.0,
75577,kurta,487.0,
75578,kurta,359.0,
75579,Blouse,333.0,
75580,Set,665.71,
75581,kurta,635.0,
75582,Set,1349.0,
75583,kurta,0.0,
75584,kurta,399.0,
75585,Set,999.0,
75586,Set,0.0,
75587,Set,599.0,
75588,kurta,435.0,
75589,Set,648.0,
75590,Set,612.0,
75591,kurta,435.0,
75592,Set,666.0,
75593,kurta,380.0,
75594,kurta,383.0,
75595,Top,493.0,
75596,Top,399.0,
75597,Western Dress,734.29,
75598,kurta,575.0,
75599,kurta,517.0,
75600,kurta,301.0,
75601,kurta,329.0,
75602,kurta,318.0,
75603,kurta,380.0,
75604,kurta,301.0,
75605,Set,1133.0,
75606,kurta,382.0,
75607,Set,599.0,
75608,kurta,399.0,
75609,kurta,359.0,
75610,Set,,
75611,kurta,382.0,
75612,Set,759.0,
75613,Set,582.0,
75614,Set,539.0,
75615,Set,539.0,
75616,kurta,449.0,
75617,Western Dress,721.0,
75618,Set,653.0,
75619,kurta,435.0,
75620,Set,,
75621,kurta,435.0,
75622,Set,667.0,
75623,kurta,568.0,
75624,Set,771.0,
75625,Set,771.0,
75626,kurta,382.0,
75627,Western Dress,885.0,
75628,Set,771.0,
75629,Western Dress,885.0,
75630,Set,1186.0,
75631,kurta,471.0,
75632,Western Dress,885.0,
75633,Top,599.0,
75634,kurta,399.0,
75635,kurta,487.0,
75636,kurta,396.0,
75637,Set,579.0,
75638,kurta,405.0,
75639,kurta,0.0,
75640,kurta,635.0,
75641,kurta,612.0,
75642,Set,759.0,
75643,Set,641.0,
75644,kurta,301.0,
75645,kurta,359.0,
75646,Set,1349.0,
75647,Set,0.0,
75648,kurta,432.0,
75649,Set,,
75650,kurta,435.0,
75651,Set,736.0,
75652,Set,0.0,
75653,kurta,345.0,
75654,Set,727.0,
75655,Set,775.0,
75656,Set,612.0,
75657,Top,574.0,
75658,Western Dress,625.0,
75659,kurta,405.0,
75660,kurta,967.0,
75661,kurta,382.0,
75662,Western Dress,771.0,
75663,Set,729.0,
75664,Top,574.0,
75665,Set,696.0,
75666,Western Dress,899.0,
75667,Western Dress,771.0,
75668,Western Dress,771.0,
75669,Set,999.0,
75670,Set,1133.0,
75671,Top,321.0,
75672,Set,610.48,
75673,Set,1072.0,
75674,Set,599.0,
75675,Set,1186.0,
75676,kurta,709.0,
75677,Set,545.0,
75678,Western Dress,791.0,
75679,Set,690.0,
75680,Set,759.0,
75681,Set,429.0,
75682,Top,690.0,
75683,Set,629.0,
75684,Set,799.0,
75685,kurta,382.0,
75686,kurta,382.0,
75687,Set,949.0,
75688,kurta,749.0,
75689,Set,696.0,
75690,kurta,382.0,
75691,Western Dress,625.0,
75692,Blouse,377.0,
75693,kurta,382.0,
75694,kurta,382.0,
75695,Set,631.0,
75696,kurta,459.0,
75697,Set,1199.0,
75698,Western Dress,771.0,
75699,kurta,359.0,
75700,Set,666.0,
75701,Set,537.0,
75702,kurta,359.0,
75703,Western Dress,,
75704,Western Dress,842.86,
75705,Set,,
75706,Set,587.0,
75707,kurta,0.0,
75708,Set,850.0,
75709,Set,788.0,
75710,kurta,487.0,
75711,kurta,635.0,
75712,Set,988.0,
75713,kurta,449.0,
75714,kurta,709.0,
75715,Top,749.0,
75716,kurta,382.0,
75717,Set,665.0,
75718,Set,599.0,
75719,Set,478.0,
75720,Set,455.24,
75721,Set,1186.0,
75722,kurta,345.0,
75723,Set,0.0,
75724,Set,605.0,
75725,Bottom,379.0,
75726,kurta,399.0,
75727,kurta,345.0,
75728,kurta,523.0,
75729,Western Dress,771.0,
75730,kurta,,
75731,Top,574.0,
75732,kurta,734.29,
75733,kurta,,
75734,kurta,487.0,
75735,kurta,471.0,
75736,kurta,449.0,
75737,kurta,355.0,
75738,kurta,399.0,
75739,Western Dress,771.0,
75740,kurta,435.0,
75741,Set,696.0,
75742,Set,653.0,
75743,kurta,749.0,
75744,kurta,471.0,
75745,Set,1499.0,
75746,Set,736.0,
75747,kurta,435.0,
75748,kurta,399.0,
75749,kurta,487.0,
75750,Set,1338.0,
75751,kurta,529.0,
75752,Set,549.0,
75753,Ethnic Dress,373.0,
75754,Set,824.0,
75755,Set,1523.0,
75756,kurta,301.0,
75757,Set,545.0,
75758,kurta,696.0,
75759,Blouse,545.0,
75760,Set,2676.0,
75761,Set,1523.0,
75762,Western Dress,885.0,
75763,Set,938.1,
75764,kurta,359.0,
75765,Set,1133.0,
75766,kurta,454.29,
75767,Set,1122.0,
75768,Set,612.0,
75769,Set,690.0,
75770,kurta,382.0,
75771,kurta,382.0,
75772,Set,582.0,
75773,kurta,517.0,
75774,Set,545.0,
75775,kurta,,
75776,kurta,,
75777,kurta,,
75778,kurta,382.0,
75779,kurta,,
75780,Set,869.0,
75781,kurta,382.0,
75782,Set,788.0,
75783,kurta,301.0,
75784,kurta,777.0,
75785,Blouse,599.0,
75786,kurta,540.95,
75787,Set,775.0,
75788,Top,493.0,
75789,Western Dress,581.0,
75790,kurta,635.0,
75791,Set,888.0,
75792,Top,518.0,
75793,Set,605.0,
75794,kurta,540.95,
75795,kurta,471.0,
75796,kurta,942.0,
75797,kurta,471.0,
75798,Top,625.0,
75799,Set,641.0,
75800,Blouse,545.0,
75801,Set,949.0,
75802,kurta,942.0,
75803,kurta,333.0,
75804,kurta,301.0,
75805,Set,850.0,
75806,Top,574.0,
75807,kurta,696.0,
75808,Set,696.0,
75809,kurta,777.0,
75810,Top,574.0,
75811,Top,518.0,
75812,kurta,435.0,
75813,kurta,0.0,
75814,kurta,487.0,
75815,Set,1133.0,
75816,kurta,399.0,
75817,Set,1152.0,
75818,Set,499.0,
75819,Set,435.0,
75820,kurta,382.0,
75821,kurta,382.0,
75822,Set,699.0,
75823,Set,478.0,
75824,Top,481.25,
75825,kurta,469.0,
75826,Western Dress,899.0,
75827,kurta,587.0,
75828,Set,717.0,
75829,kurta,487.0,
75830,kurta,811.0,
75831,Set,1068.0,
75832,Set,1186.0,
75833,Set,1299.0,
75834,kurta,0.0,
75835,kurta,487.0,
75836,Western Dress,771.0,
75837,Western Dress,885.0,
75838,kurta,405.0,
75839,kurta,380.0,
75840,kurta,399.0,
75841,Set,665.71,
75842,Set,1099.0,
75843,kurta,,
75844,kurta,359.0,
75845,Set,725.0,
75846,kurta,359.0,
75847,kurta,405.0,
75848,Set,621.9,
75849,Set,899.0,
75850,Set,495.0,
75851,Western Dress,,
75852,Set,560.0,
75853,Set,1199.0,
75854,kurta,301.0,
75855,kurta,345.0,
75856,Set,759.0,
75857,Set,583.04,
75858,Set,560.0,
75859,Top,574.0,
75860,kurta,471.0,
75861,kurta,533.0,
75862,Western Dress,699.0,
75863,Set,1068.0,
75864,kurta,435.0,
75865,Top,529.0,
75866,Set,1695.0,
75867,kurta,517.0,
75868,Set,666.0,
75869,kurta,869.0,
75870,kurta,487.0,
75871,Set,788.0,
75872,Set,759.0,
75873,kurta,319.0,
75874,kurta,382.0,
75875,kurta,471.0,
75876,kurta,390.0,
75877,Set,722.86,
75878,Western Dress,,
75879,kurta,869.0,
75880,kurta,,
75881,kurta,487.0,
75882,kurta,431.0,
75883,Set,1513.39,
75884,Western Dress,885.0,
75885,Western Dress,771.0,
75886,Set,788.0,
75887,kurta,382.0,
75888,kurta,356.0,
75889,Set,641.0,
75890,Set,1186.0,
75891,Set,824.0,
75892,Set,1099.0,
75893,kurta,301.0,
75894,kurta,382.0,
75895,Set,1359.82,
75896,kurta,,
75897,Top,574.0,
75898,Set,1222.32,
75899,kurta,399.0,
75900,kurta,345.0,
75901,Ethnic Dress,373.0,
75902,kurta,,
75903,kurta,487.0,
75904,Western Dress,771.0,
75905,kurta,599.0,
75906,kurta,448.57,
75907,kurta,,
75908,kurta,346.0,
75909,Western Dress,625.0,
75910,kurta,499.0,
75911,Western Dress,771.0,
75912,kurta,599.0,
75913,kurta,399.0,
75914,kurta,0.0,
75915,Top,574.0,
75916,Set,759.0,
75917,kurta,0.0,
75918,kurta,382.0,
75919,kurta,431.0,
75920,Western Dress,734.29,
75921,Set,560.0,
75922,kurta,435.0,
75923,Set,1523.0,
75924,Set,1186.0,
75925,kurta,411.43,
75926,kurta,399.0,
75927,kurta,523.0,
75928,Set,605.0,
75929,kurta,574.0,
75930,Set,696.0,
75931,kurta,517.0,
75932,Set,1099.0,
75933,Set,666.0,
75934,Set,653.0,
75935,Set,1186.0,
75936,Set,1199.0,
75937,kurta,345.0,
75938,Top,434.0,
75939,Top,519.05,
75940,Top,341.0,
75941,kurta,655.0,
75942,kurta,655.0,
75943,kurta,301.0,
75944,kurta,477.0,
75945,Top,545.0,
75946,kurta,635.0,
75947,kurta,568.0,
75948,kurta,382.0,
75949,Western Dress,699.0,
75950,Western Dress,599.0,
75951,Set,599.0,
75952,kurta,301.0,
75953,Set,999.0,
75954,Set,1068.0,
75955,kurta,359.0,
75956,Ethnic Dress,657.14,
75957,kurta,709.0,
75958,kurta,625.0,
75959,kurta,449.0,
75960,Set,788.0,
75961,Top,574.0,
75962,kurta,487.0,
75963,Set,642.86,
75964,kurta,348.0,
75965,Western Dress,771.0,
75966,Set,759.0,
75967,Set,854.0,
75968,kurta,405.0,
75969,Set,788.0,
75970,Set,788.0,
75971,kurta,307.0,
75972,kurta,376.0,
75973,kurta,301.0,
75974,kurta,432.0,
75975,Western Dress,771.0,
75976,Set,1152.0,
75977,Set,696.0,
75978,kurta,764.0,
75979,kurta,635.0,
75980,Set,543.0,
75981,Set,635.0,
75982,Set,1133.0,
75983,kurta,832.0,
75984,Western Dress,421.9,
75985,kurta,471.0,
75986,kurta,449.0,
75987,kurta,526.0,
75988,kurta,301.0,
75989,kurta,349.0,
75990,Set,,
75991,Western Dress,885.0,
75992,Western Dress,885.0,
75993,Set,899.0,
75994,Set,599.0,
75995,Set,599.0,
75996,Set,1523.0,
75997,kurta,399.0,
75998,Top,574.0,
75999,kurta,777.0,
76000,kurta,665.0,
76001,kurta,811.0,
76002,kurta,625.0,
76003,Western Dress,771.0,
76004,Set,1349.0,
76005,Western Dress,999.0,
76006,Blouse,625.0,
76007,kurta,544.0,
76008,Set,854.0,
76009,kurta,382.0,
76010,Top,545.0,
76011,kurta,399.0,
76012,Top,529.0,
76013,kurta,399.0,
76014,kurta,418.0,
76015,Set,999.0,
76016,kurta,318.0,
76017,kurta,307.0,
76018,kurta,399.0,
76019,kurta,696.0,
76020,Set,999.0,
76021,Set,1072.0,
76022,Western Dress,771.0,
76023,kurta,449.0,
76024,kurta,307.0,
76025,Western Dress,734.29,
76026,kurta,399.0,
76027,kurta,318.0,
76028,kurta,319.0,
76029,kurta,301.0,
76030,kurta,319.0,
76031,kurta,764.0,
76032,Western Dress,771.0,
76033,kurta,435.0,
76034,kurta,399.0,
76035,Western Dress,771.0,
76036,Western Dress,885.0,
76037,Set,788.0,
76038,kurta,517.0,
76039,Set,1695.0,
76040,Western Dress,999.0,
76041,kurta,764.0,
76042,Set,1695.0,
76043,Set,888.0,
76044,kurta,382.0,
76045,Set,951.43,
76046,Set,517.0,
76047,Set,537.0,
76048,kurta,459.0,
76049,kurta,380.0,
76050,Set,560.0,
76051,kurta,471.0,
76052,Western Dress,734.29,
76053,Blouse,665.0,
76054,kurta,359.0,
76055,Top,574.0,
76056,Set,832.0,
76057,Top,,
76058,Set,666.0,
76059,kurta,449.0,
76060,Top,574.0,
76061,Set,545.0,
76062,Blouse,665.0,
76063,Set,845.71,
76064,Western Dress,771.0,
76065,Set,699.0,
76066,Set,1349.0,
76067,Set,999.0,
76068,kurta,709.0,
76069,Bottom,342.86,
76070,Set,847.0,
76071,Top,349.0,
76072,Set,,
76073,Set,1556.0,
76074,Set,824.0,
76075,kurta,359.0,
76076,kurta,399.0,
76077,kurta,459.0,
76078,Top,513.0,
76079,Set,1186.0,
76080,Set,788.0,
76081,kurta,477.0,
76082,Set,1338.0,
76083,Set,568.0,
76084,Western Dress,885.0,
76085,kurta,469.0,
76086,Set,736.0,
76087,Set,666.0,
76088,Set,786.0,
76089,kurta,386.0,
76090,kurta,459.0,
76091,kurta,487.0,
76092,kurta,476.0,
76093,Set,642.86,
76094,Set,641.0,
76095,Set,635.0,
76096,kurta,517.0,
76097,Set,854.0,
76098,Top,518.0,
76099,Set,662.86,
76100,kurta,399.0,
76101,Set,854.0,
76102,kurta,568.0,
76103,Set,666.0,
76104,Set,,
76105,Set,1338.0,
76106,kurta,,
76107,Top,317.0,
76108,Set,845.71,
76109,Set,1096.0,
76110,Western Dress,771.0,
76111,Set,1072.0,
76112,kurta,523.0,
76113,kurta,471.0,
76114,kurta,675.24,
76115,kurta,925.0,
76116,kurta,709.0,
76117,Set,736.0,
76118,Set,1186.0,
76119,Set,641.0,
76120,Set,999.0,
76121,Set,1149.0,
76122,Set,759.0,
76123,Set,666.0,
76124,kurta,435.0,
76125,kurta,0.0,
76126,Western Dress,771.0,
76127,kurta,382.0,
76128,kurta,382.0,
76129,Top,574.0,
76130,kurta,463.81,
76131,Set,889.0,
76132,Set,429.0,
76133,Set,848.0,
76134,kurta,435.0,
76135,kurta,,
76136,Set,759.0,
76137,Set,881.0,
76138,Set,582.0,
76139,Western Dress,771.0,
76140,Set,881.0,
76141,kurta,331.0,
76142,Set,1284.0,
76143,kurta,382.0,
76144,Set,517.0,
76145,Set,517.0,
76146,Set,537.0,
76147,kurta,469.0,
76148,kurta,471.0,
76149,Set,662.86,
76150,kurta,869.0,
76151,kurta,869.0,
76152,Western Dress,771.0,
76153,Set,847.0,
76154,kurta,359.0,
76155,Set,612.0,
76156,Set,1224.0,
76157,Set,1836.0,
76158,Ethnic Dress,373.0,
76159,Set,666.0,
76160,kurta,369.0,
76161,Set,641.0,
76162,kurta,382.0,
76163,kurta,544.0,
76164,Set,537.0,
76165,Western Dress,771.0,
76166,Set,0.0,
76167,Top,665.0,
76168,Top,423.0,
76169,kurta,696.0,
76170,kurta,382.0,
76171,Set,949.0,
76172,Western Dress,885.0,
76173,kurta,399.0,
76174,Set,999.0,
76175,Set,539.0,
76176,Set,450.0,
76177,kurta,665.0,
76178,kurta,,
76179,kurta,471.0,
76180,Set,1649.0,
76181,kurta,382.0,
76182,Western Dress,734.29,
76183,Set,857.0,
76184,kurta,405.0,
76185,Set,635.0,
76186,Set,1089.0,
76187,Top,529.0,
76188,Western Dress,989.0,
76189,Western Dress,753.33,
76190,Set,1399.0,
76191,Western Dress,771.0,
76192,kurta,345.0,
76193,kurta,382.0,
76194,Set,735.0,
76195,kurta,399.0,
76196,Set,816.19,
76197,kurta,346.0,
76198,kurta,487.0,
76199,Set,641.0,
76200,Set,1695.0,
76201,kurta,477.0,
76202,kurta,469.0,
76203,kurta,,
76204,kurta,382.0,
76205,kurta,475.0,
76206,kurta,469.0,
76207,Set,1133.0,
76208,Set,631.0,
76209,Set,599.0,
76210,Set,1523.0,
76211,Blouse,633.33,
76212,Set,786.0,
76213,Western Dress,753.33,
76214,kurta,517.0,
76215,kurta,382.0,
76216,kurta,399.0,
76217,Blouse,665.0,
76218,Set,599.0,
76219,kurta,764.0,
76220,kurta,836.0,
76221,kurta,764.0,
76222,kurta,,
76223,Set,1112.0,
76224,kurta,,
76225,kurta,709.0,
76226,Top,690.0,
76227,Top,690.0,
76228,Set,721.0,
76229,kurta,487.0,
76230,kurta,544.0,
76231,kurta,471.0,
76232,Set,653.0,
76233,Set,648.0,
76234,Set,1133.0,
76235,Set,1186.0,
76236,Western Dress,771.0,
76237,kurta,345.0,
76238,Top,665.0,
76239,Set,949.0,
76240,Set,999.0,
76241,Set,1133.0,
76242,Ethnic Dress,791.0,
76243,Set,495.0,
76244,Set,478.0,
76245,Set,605.0,
76246,kurta,333.0,
76247,Western Dress,771.0,
76248,Set,854.0,
76249,kurta,469.0,
76250,kurta,382.0,
76251,Set,0.0,
76252,Set,,
76253,kurta,363.81,
76254,kurta,363.81,
76255,Set,1099.0,
76256,kurta,399.0,
76257,kurta,386.0,
76258,Top,545.0,
76259,Set,545.0,
76260,kurta,524.0,
76261,Set,1122.0,
76262,kurta,471.0,
76263,kurta,399.0,
76264,kurta,301.0,
76265,Set,1349.0,
76266,kurta,301.0,
76267,Western Dress,989.0,
76268,kurta,382.0,
76269,Set,1133.0,
76270,kurta,,
76271,Set,582.0,
76272,Top,493.0,
76273,kurta,399.0,
76274,Set,631.0,
76275,Set,696.0,
76276,Top,371.0,
76277,Top,399.0,
76278,Set,1133.0,
76279,kurta,405.0,
76280,Set,985.0,
76281,kurta,382.0,
76282,Set,788.0,
76283,Set,545.0,
76284,Set,1068.0,
76285,kurta,382.0,
76286,kurta,471.0,
76287,Set,696.0,
76288,Set,899.0,
76289,Blouse,599.0,
76290,kurta,749.0,
76291,Western Dress,771.0,
76292,kurta,435.0,
76293,kurta,399.0,
76294,Set,587.0,
76295,Set,,
76296,Western Dress,771.0,
76297,Top,665.0,
76298,Set,,
76299,Set,1072.0,
76300,kurta,529.0,
76301,kurta,399.0,
76302,Top,545.0,
76303,Set,591.0,
76304,Set,1399.0,
76305,kurta,382.0,
76306,kurta,1099.0,
76307,Set,612.0,
76308,kurta,382.0,
76309,kurta,734.29,
76310,kurta,852.0,
76311,kurta,582.0,
76312,kurta,635.0,
76313,kurta,477.0,
76314,Set,700.95,
76315,kurta,544.0,
76316,kurta,544.0,
76317,kurta,286.67,
76318,kurta,338.1,
76319,kurta,286.67,
76320,kurta,363.81,
76321,kurta,324.0,
76322,kurta,,
76323,Set,847.0,
76324,Set,847.0,
76325,Western Dress,661.0,
76326,Top,690.0,
76327,Set,1224.0,
76328,Set,759.0,
76329,kurta,382.0,
76330,kurta,435.0,
76331,kurta,376.0,
76332,Set,967.0,
76333,Set,560.0,
76334,kurta,798.0,
76335,Set,1186.0,
76336,Set,612.0,
76337,Set,666.0,
76338,kurta,,
76339,Set,,
76340,kurta,469.0,
76341,kurta,399.0,
76342,Set,0.0,
76343,kurta,382.0,
76344,kurta,635.0,
76345,Set,1698.0,
76346,kurta,359.0,
76347,Set,666.0,
76348,Set,1199.0,
76349,Set,832.0,
76350,Set,499.0,
76351,kurta,382.0,
76352,kurta,798.0,
76353,Set,1399.0,
76354,kurta,836.0,
76355,kurta,469.0,
76356,kurta,477.0,
76357,kurta,,
76358,kurta,523.0,
76359,Set,1349.0,
76360,kurta,764.0,
76361,Top,545.0,
76362,Set,1238.0,
76363,kurta,382.0,
76364,Set,783.0,
76365,kurta,399.0,
76366,Western Dress,885.0,
76367,Western Dress,771.0,
76368,Set,1282.0,
76369,Set,1364.0,
76370,Set,539.0,
76371,Set,560.0,
76372,kurta,714.0,
76373,Set,696.0,
76374,kurta,471.0,
76375,Set,899.0,
76376,Set,814.0,
76377,Western Dress,426.0,
76378,Set,953.57,
76379,kurta,331.0,
76380,Set,685.0,
76381,kurta,487.0,
76382,Set,,
76383,kurta,568.0,
76384,Set,1063.0,
76385,kurta,356.0,
76386,kurta,382.0,
76387,Set,600.95,
76388,kurta,301.0,
76389,kurta,382.0,
76390,Set,537.0,
76391,Set,641.0,
76392,Set,771.0,
76393,kurta,382.0,
76394,kurta,,
76395,kurta,487.0,
76396,kurta,399.0,
76397,kurta,382.0,
76398,Set,771.0,
76399,kurta,665.0,
76400,Set,1133.0,
76401,kurta,382.0,
76402,kurta,431.0,
76403,Set,,
76404,Set,635.0,
76405,Set,559.05,
76406,kurta,301.0,
76407,kurta,487.0,
76408,Set,788.0,
76409,Set,1133.0,
76410,Set,788.0,
76411,kurta,479.0,
76412,kurta,405.0,
76413,kurta,477.0,
76414,kurta,399.0,
76415,Top,,
76416,Blouse,344.0,
76417,kurta,399.0,
76418,Set,999.0,
76419,kurta,380.0,
76420,kurta,0.0,
76421,kurta,487.0,
76422,kurta,382.0,
76423,Western Dress,771.0,
76424,kurta,471.0,
76425,Set,1149.0,
76426,kurta,517.0,
76427,kurta,,
76428,Top,529.0,
76429,Set,0.0,
76430,kurta,325.0,
76431,kurta,399.0,
76432,Set,665.0,
76433,kurta,529.0,
76434,kurta,405.0,
76435,Top,529.0,
76436,kurta,368.0,
76437,kurta,798.0,
76438,Set,648.0,
76439,Top,387.0,
76440,kurta,405.0,
76441,kurta,764.0,
76442,Set,666.0,
76443,Set,1099.0,
76444,Western Dress,625.0,
76445,kurta,405.0,
76446,kurta,517.0,
76447,kurta,435.0,
76448,kurta,382.0,
76449,Set,666.0,
76450,kurta,382.0,
76451,kurta,399.0,
76452,kurta,,
76453,Top,545.0,
76454,kurta,286.67,
76455,Set,641.0,
76456,kurta,432.0,
76457,Set,545.0,
76458,Set,635.0,
76459,Set,666.0,
76460,kurta,435.0,
76461,Top,574.0,
76462,Set,736.0,
76463,Set,824.0,
76464,kurta,359.0,
76465,Set,634.29,
76466,Set,847.0,
76467,kurta,449.0,
76468,Set,1349.0,
76469,Set,675.0,
76470,Top,625.0,
76471,kurta,499.0,
76472,kurta,655.0,
76473,kurta,382.0,
76474,kurta,,
76475,kurta,399.0,
76476,kurta,582.0,
76477,Western Dress,771.0,
76478,kurta,1418.0,
76479,kurta,709.0,
76480,kurta,709.0,
76481,Set,1349.0,
76482,Set,888.0,
76483,Set,1146.0,
76484,kurta,382.0,
76485,kurta,382.0,
76486,Set,523.0,
76487,Ethnic Dress,842.0,
76488,kurta,382.0,
76489,kurta,568.0,
76490,Set,568.0,
76491,Set,599.0,
76492,Western Dress,443.0,
76493,Set,641.0,
76494,kurta,471.0,
76495,kurta,301.0,
76496,kurta,386.0,
76497,kurta,301.0,
76498,kurta,517.0,
76499,kurta,471.0,
76500,kurta,499.0,
76501,kurta,635.0,
76502,Set,788.0,
76503,Set,988.0,
76504,kurta,356.0,
76505,Set,579.0,
76506,kurta,382.0,
76507,kurta,469.0,
76508,kurta,469.0,
76509,kurta,382.0,
76510,Set,635.0,
76511,kurta,435.0,
76512,kurta,517.0,
76513,kurta,529.0,
76514,kurta,,
76515,Set,771.0,
76516,kurta,301.0,
76517,kurta,,
76518,Western Dress,771.0,
76519,Set,631.0,
76520,Set,759.0,
76521,Set,575.0,
76522,Set,666.0,
76523,Set,591.0,
76524,Set,649.0,
76525,kurta,,
76526,Set,1199.0,
76527,kurta,359.0,
76528,kurta,471.0,
76529,kurta,764.0,
76530,Western Dress,771.0,
76531,kurta,836.0,
76532,Set,889.0,
76533,kurta,602.0,
76534,kurta,1136.0,
76535,kurta,487.0,
76536,Set,617.14,
76537,kurta,499.0,
76538,Ethnic Dress,,
76539,kurta,517.0,
76540,Top,570.0,
76541,kurta,471.0,
76542,kurta,517.0,
76543,Western Dress,792.0,
76544,kurta,771.0,
76545,kurta,,
76546,kurta,0.0,
76547,kurta,435.0,
76548,kurta,523.0,
76549,kurta,380.0,
76550,kurta,301.0,
76551,kurta,301.0,
76552,Set,999.0,
76553,Set,,
76554,Western Dress,665.0,
76555,Set,641.0,
76556,Set,,
76557,Set,545.0,
76558,Set,,
76559,Western Dress,605.0,
76560,Western Dress,885.0,
76561,kurta,435.0,
76562,kurta,,
76563,kurta,301.0,
76564,Top,574.0,
76565,Set,641.0,
76566,Set,903.81,
76567,Set,635.0,
76568,Set,888.0,
76569,kurta,382.0,
76570,Set,568.0,
76571,kurta,435.0,
76572,kurta,,
76573,kurta,,
76574,kurta,382.0,
76575,kurta,301.0,
76576,Set,824.0,
76577,Set,824.0,
76578,Set,629.0,
76579,kurta,568.0,
76580,kurta,435.0,
76581,Set,653.0,
76582,Set,788.0,
76583,kurta,459.0,
76584,kurta,471.0,
76585,kurta,635.0,
76586,Set,1523.0,
76587,Western Dress,661.0,
76588,kurta,749.0,
76589,Set,696.0,
76590,Western Dress,771.0,
76591,Top,595.24,
76592,kurta,,
76593,Western Dress,989.0,
76594,Set,631.0,
76595,Western Dress,734.29,
76596,kurta,382.0,
76597,kurta,301.0,
76598,Western Dress,885.0,
76599,Set,675.0,
76600,Set,759.0,
76601,Set,759.0,
76602,kurta,749.0,
76603,kurta,301.0,
76604,Western Dress,634.0,
76605,kurta,390.0,
76606,Set,1238.0,
76607,kurta,301.0,
76608,kurta,301.0,
76609,kurta,331.0,
76610,kurta,405.0,
76611,Set,0.0,
76612,Set,635.0,
76613,Set,824.0,
76614,Set,1338.0,
76615,Set,949.0,
76616,Set,1186.0,
76617,kurta,382.0,
76618,kurta,368.0,
76619,Set,967.0,
76620,Set,666.0,
76621,kurta,475.0,
76622,Set,1186.0,
76623,Top,545.0,
76624,Western Dress,791.0,
76625,Set,1299.0,
76626,Western Dress,771.0,
76627,Set,1238.0,
76628,Set,1133.0,
76629,Top,574.0,
76630,Top,371.0,
76631,Top,599.0,
76632,Top,574.0,
76633,kurta,,
76634,kurta,405.0,
76635,kurta,359.0,
76636,kurta,517.0,
76637,kurta,329.0,
76638,Set,824.0,
76639,Set,988.0,
76640,Set,,
76641,kurta,435.0,
76642,kurta,382.0,
76643,Western Dress,791.0,
76644,Western Dress,771.0,
76645,Western Dress,434.0,
76646,kurta,635.0,
76647,Western Dress,791.0,
76648,Top,574.0,
76649,Set,605.0,
76650,kurta,382.0,
76651,Set,771.0,
76652,kurta,,
76653,kurta,399.0,
76654,Set,824.0,
76655,Set,641.0,
76656,kurta,1418.0,
76657,kurta,363.8,
76658,kurta,727.6,
76659,Set,605.0,
76660,kurta,471.0,
76661,Set,641.0,
76662,Set,662.86,
76663,Top,545.0,
76664,kurta,315.24,
76665,kurta,811.0,
76666,kurta,399.0,
76667,kurta,477.0,
76668,kurta,399.0,
76669,kurta,,
76670,Set,889.0,
76671,kurta,,
76672,Top,574.0,
76673,Set,0.0,
76674,Set,888.0,
76675,kurta,764.0,
76676,kurta,382.0,
76677,Set,856.19,
76678,kurta,836.0,
76679,Set,1349.0,
76680,Blouse,625.0,
76681,kurta,382.0,
76682,kurta,,
76683,kurta,399.0,
76684,Set,1186.0,
76685,Set,1068.0,
76686,Set,1068.0,
76687,Set,1349.0,
76688,Set,824.0,
76689,Set,856.19,
76690,kurta,487.0,
76691,Set,999.0,
76692,Top,518.0,
76693,kurta,749.0,
76694,Western Dress,899.0,
76695,kurta,307.0,
76696,Set,903.81,
76697,Set,549.0,
76698,Set,788.0,
76699,Set,579.0,
76700,Set,605.0,
76701,Top,518.0,
76702,Top,665.0,
76703,Top,387.0,
76704,Set,1186.0,
76705,Western Dress,771.0,
76706,kurta,529.0,
76707,kurta,435.0,
76708,Set,666.0,
76709,Set,771.0,
76710,kurta,355.0,
76711,Set,1068.0,
76712,kurta,382.0,
76713,Set,433.33,
76714,kurta,471.0,
76715,Set,429.0,
76716,kurta,526.0,
76717,kurta,399.0,
76718,Set,1499.0,
76719,kurta,449.0,
76720,kurta,382.0,
76721,kurta,587.0,
76722,kurta,382.0,
76723,kurta,,
76724,Top,599.0,
76725,Set,1186.0,
76726,kurta,292.38,
76727,kurta,435.0,
76728,kurta,544.0,
76729,Top,665.0,
76730,Set,478.0,
76731,kurta,,
76732,Set,591.0,
76733,kurta,405.0,
76734,kurta,376.0,
76735,kurta,459.0,
76736,Ethnic Dress,791.0,
76737,Set,824.0,
76738,Set,666.0,
76739,kurta,0.0,
76740,kurta,517.0,
76741,Top,665.0,
76742,kurta,0.0,
76743,Set,759.0,
76744,Set,759.0,
76745,Set,759.0,
76746,Set,759.0,
76747,Set,759.0,
76748,Set,699.0,
76749,Western Dress,885.0,
76750,Set,629.0,
76751,kurta,411.43,
76752,Set,999.0,
76753,Set,1998.0,
